Gene stable ID,KEGG Pathway and Enzyme ID,NCBI gene ID
Os05g0522500,00010+2.7.1.1,4339361
Os05g0522500,00521+2.7.1.1,4339361
Os05g0522500,00524+2.7.1.1,4339361
Os05g0535400,,9268113
Os05g0535900,,4339444
Os05g0535900,,4339444
Os05g0542800,,4339483
Os05g0542800,,4339483
Os05g0542800,,4339483
Os05g0548900,,4339516
Os05g0551000,,
Os05g0571000,,4339663
Os05g0571000,,4339663
Os05g0574100,,4339680
Os05g0582300,,
Os05g0585500,,
Os06g0102300,,4339838
Os06g0102300,,4339838
Os06g0102300,,4339838
Os06g0102300,,4339838
Os06g0103800,,4339849
Os06g0110200,,4339887
Os06g0111400,,4339891
Os06g0111400,,4339891
Os06g0111600,,
Os06g0112100,,
Os06g0114000,,4339910
Os06g0114000,,4339910
Os06g0114000,,4339910
Os06g0114000,,4339910
Os06g0115300,,4339921
Os06g0125000,,4339959
Os06g0126500,,4339971
Os06g0130400,,4340002
Os06g0140800,,4340071
Os06g0140800,,4340071
Os06g0146100,,4340110
Os06g0151700,,4340151
Os06g0152800,,4340162
Os06g0155600,,4340177
Os06g0157000,,
Os06g0158900,,4340195
Os06g0162800,,4340218
Os06g0167000,,
Os06g0167000,,
Os06g0167000,,
Os06g0167000,,
Os06g0172200,,4340272
Os06g0172800,,
Os06g0174400,,4340278
Os06g0176700,,9270348
Os06g0178500,,9270348
Os06g0179500,,4340302
Os06g0182500,,4340317
Os06g0182500,,4340317
Os06g0183100,,4340320
Os06g0183100,,4340320
Os06g0187900,,4340353
Os06g0187900,,4340353
Os06g0192900,,4340378
Os06g0194900,00500+2.4.1.13,4340386
Os06g0194900,00500+2.4.1.13,4340386
Os06g0194900,00500+2.4.1.13,4340386
Os06g0194900,00500+2.4.1.13,4340386
Os06g0206100,,
Os06g0206100,,
Os06g0208300,,
Os06g0210200,00220+3.5.1.14,
Os06g0215200,,4340481
Os06g0215200,,4340481
Os06g0215200,,4340481
Os06g0217300,,4340495
Os06g0220500,,4340516
Os06g0225900,,
Os06g0234200,,4340590
Os06g0234200,,4340590
Os06g0234200,,4340590
Os06g0247000,,
Os06g0256500,00030+5.3.1.9,
Os06g0256500,00520+5.3.1.9,
Os06g0256500,00500+5.3.1.9,
Os06g0256500,00010+5.3.1.9,
Os06g0270900,,4340725
Os06g0270900,,4340725
Os06g0286500,,4340777
Os06g0286700,,
Os06g0287000,,
Os06g0287200,,
Os06g0287500,,
Os06g0287500,,
Os06g0287700,,
Os06g0287700,,
Os06g0293000,,
Os06g0293100,,
Os06g0315900,,
Os06g0501900,,
Os06g0528600,00480+2.5.1.16,4341195
Os06g0528600,00330+2.5.1.16,4341195
Os06g0528600,00410+2.5.1.16,4341195
Os06g0528600,00270+2.5.1.16,4341195
Os06g0557100,,4341290
Os06g0557100,,4341290
Os06g0557400,,
Os06g0591600,,4341418
Os06g0593100,,4341421
Os06g0608800,,4341497
Os06g0608800,,4341497
Os06g0608800,,4341497
Os06g0608800,,4341497
Os06g0623200,,
Os06g0633800,,4341591
Os06g0633800,,4341591
Os06g0643700,,4341641
Os06g0646100,,4341658
Os06g0646600,,4341661
Os06g0646600,,4341661
Os06g0647400,,4341667
Os06g0651000,,
Os06g0669700,,
Os06g0670000,00790+2.8.1.9,4341801
Os06g0670400,,
Os06g0670500,,4341804
Os06g0670500,,4341804
Os06g0687800,,4341894
Os06g0689600,,
Os06g0694000,,4341923
Os06g0701100,,4341966
Os06g0701100,,4341966
Os06g0708600,,4342023
Os06g0712800,,
Os06g0725000,,
Os06g0725300,,4342109
Os06g0728500,,4342133
Os06g0728600,,
Os06g0731800,,4342159
Os07g0115500,,
Os07g0133700,,4342342
Os07g0137000,,
Os07g0147500,,4342395
Os07g0170100,,4342508
Os07g0170100,,4342508
Os07g0209100,,4342703
Os07g0212200,,4342714
Os07g0230700,,4342774
Os07g0240600,,4342808
Os07g0248800,,
Os07g0248800,,
Os07g0256200,,4342857
Os07g0273700,,
Os07g0274700,,4342911
Os07g0282500,,
Os07g0286950,,
Os07g0406300,00480+1.1.1.49,4342988
Os07g0406300,00030+1.1.1.49,4342988
Os07g0406300,00480+1.1.1.49,4342988
Os07g0406300,00030+1.1.1.49,4342988
Os07g0420700,,
Os07g0421866,,
Os07g0461600,,
Os07g0461600,,
Os07g0461600,,
Os07g0474600,,
Os07g0477250,00270+2.5.1.6,
Os07g0491900,,4343274
Os07g0502900,,4343319
Os07g0507700,,
Os07g0517900,,
Os07g0518500,,4343395
Os07g0518500,,4343395
Os07g0518500,,4343395
Os07g0518500,,4343395
Os07g0519100,,9268990
Os07g0519300,,
Os07g0519600,,
Os07g0520100,,
Os07g0523400,,
Os07g0523600,,
Os07g0523965,,
Os07g0530300,,
Os07g0541400,,4343500
Os07g0553400,,4343555
Os07g0569100,,4343649
Os07g0572050,00260+1.4.3.21,
Os07g0572050,00960+1.4.3.21,
Os07g0572050,00360+1.4.3.21,
Os07g0572050,00350+1.4.3.21,
Os07g0572050,00950+1.4.3.21,
Os07g0572050,00410+1.4.3.21,
Os07g0572100,,
Os07g0587000,,
Os07g0603500,,
Os07g0615200,,4343899
Os07g0617500,,4343914
Os07g0620400,,4343932
Os07g0623200,,4343954
Os07g0623200,,4343954
Os07g0623200,,4343954
Os07g0637000,05170+2.7.11.1,4344036
Os07g0637000,05163+2.7.11.1,4344036
Os07g0637000,04150+2.7.11.1,4344036
Os07g0637000,04714+2.7.11.1,4344036
Os07g0637000,05165+2.7.11.1,4344036
Os07g0637000,04926+2.7.11.1,4344036
Os07g0637000,04151+2.7.11.1,4344036
Os07g0642600,,4344077
Os07g0659800,,4344172
Os07g0673500,,4344256
Os07g0673500,,4344256
Os07g0675000,,4344267
Os07g0675000,,4344267
Os07g0675000,,4344267
Os07g0678300,05170+2.7.11.1,4344285
Os07g0678300,05163+2.7.11.1,4344285
Os07g0678300,04150+2.7.11.1,4344285
Os07g0678300,04714+2.7.11.1,4344285
Os07g0678300,05165+2.7.11.1,4344285
Os07g0678300,04926+2.7.11.1,4344285
Os07g0678300,04151+2.7.11.1,4344285
Os07g0680500,,
Os07g0681500,,4344305
Os07g0681500,,4344305
Os07g0684100,,4344321
Os07g0684800,,4344324
Os07g0684800,,4344324
Os07g0687900,00052+2.4.1.123,4344351
Os07g0689600,,4344361
Os08g0104700,,4344440
Os08g0104700,,4344440
Os08g0109200,,
Os08g0118900,00730+2.7.4.3,4344534
Os08g0118900,00230+2.7.4.3,4344534
Os08g0126300,,4344564
Os08g0126300,00710+1.2.1.12,4344564
Os08g0126300,00010+1.2.1.12,4344564
Os08g0126300,00710+1.2.1.12,4344564
Os08g0126300,00010+1.2.1.12,4344564
Os08g0151800,,4344670
Os08g0158900,,4344710
Os08g0163200,,
Os08g0216000,,
Os08g0300300,,4345218
Os08g0326600,00230+6.3.5.2,4345281
Os08g0326600,00983+6.3.5.2,4345281
Os08g0343300,,4345330
Os08g0345700,00052+2.7.1.11,4345338
Os08g0345700,00051+2.7.1.11,4345338
Os08g0345700,00680+2.7.1.11,4345338
Os08g0345700,00010+2.7.1.11,4345338
Os08g0345700,00030+2.7.1.11,4345338
Os08g0345700,00052+2.7.1.11,4345338
Os08g0345700,00051+2.7.1.11,4345338
Os08g0345700,00680+2.7.1.11,4345338
Os08g0345700,00010+2.7.1.11,4345338
Os08g0345700,00030+2.7.1.11,4345338
Os08g0360100,,
Os08g0374600,,
Os08g0376500,,
Os08g0376550,,
Os08g0390200,,
Os08g0392100,,4345480
Os08g0398400,,4345499
Os08g0404000,,
Os08g0406500,,4345529
Os08g0406600,,4345530
Os08g0428400,,4345625
Os08g0428400,,4345625
Os08g0432500,,4345646
Os08g0460600,00908+1.5.99.12,
Os08g0465800,00250+4.1.1.15,4345787
Os08g0465800,00410+4.1.1.15,4345787
Os08g0465800,00430+4.1.1.15,4345787
Os08g0465800,00650+4.1.1.15,4345787
Os08g0465800,00250+4.1.1.15,4345787
Os08g0465800,00410+4.1.1.15,4345787
Os08g0465800,00430+4.1.1.15,4345787
Os08g0465800,00650+4.1.1.15,4345787
Os08g0468100,,4345795
Os08g0468100,,4345795
Os08g0468100,,4345795
Os08g0468700,,4345798
Os08g0476900,,4345831
Os08g0477100,,4345832
Os08g0480000,,4345846
Os08g0498400,,4345935
Os08g0498400,,4345935
Os08g0500700,,
Os08g0518300,,
Os08g0527700,,
Os08g0527733,,
Os08g0532400,,4346138
Os08g0558200,,4346305
Os09g0240500,,4346475
Os09g0240500,,4346475
Os09g0240500,,4346475
Os09g0240500,,4346475
Os09g0266000,,4346559
Os09g0266000,,4346559
Os09g0266000,,4346559
Os09g0275400,,4346594
Os09g0292900,,4346638
Os09g0344500,,4346795
Os09g0347900,,
Os09g0375000,00680+4.2.1.11,4346906
Os09g0375000,00010+4.2.1.11,4346906
Os09g0376900,,4346918
Os09g0376900,,4346918
Os09g0378300,00970+6.1.1.4,4346920
Os09g0379600,,
Os09g0397300,00500+2.4.1.15,
Os09g0407900,,4347019
Os09g0432300,,
Os09g0434500,,4347142
Os09g0436800,,
Os09g0480400,,4347389
Os09g0482100,,4347402
Os09g0482400,,9267802
Os09g0482400,,4347405
Os09g0482400,,9267802
Os09g0482400,,4347405
Os09g0482600,,9267802
Os09g0482600,,4347405
Os09g0482600,,9267802
Os09g0482600,,4347405
Os09g0484900,,4347418
Os09g0490200,,4347439
Os09g0490200,,4347439
Os09g0494200,00520+3.2.1.14,4347451
Os09g0494200,00520+3.2.1.14,4347451
Os09g0494300,,4347452
Os09g0494300,,4347452
Os09g0503400,00970+6.1.1.4,4347497
Os09g0503400,00970+6.1.1.4,4347497
Os09g0505700,00040+5.1.3.1,4347508
Os09g0505700,00030+5.1.3.1,4347508
Os09g0505700,00710+5.1.3.1,4347508
Os09g0505700,00040+5.1.3.1,4347508
Os09g0505700,00030+5.1.3.1,4347508
Os09g0505700,00710+5.1.3.1,4347508
Os09g0505800,00240+2.7.1.48,4347509
Os09g0505800,00983+2.7.1.48,4347509
Os09g0510700,,4347541
Os09g0532400,,4347674
Os09g0532400,,4347674
Os09g0536700,,4347702
Os09g0536700,,4347702
Os09g0541700,,4347733
Os09g0541700,,4347733
Os09g0544900,,4347752
Os09g0555150,,9271189
Os09g0555700,,9272621
Os09g0555700,,9272621
Os09g0555700,,9272621
Os09g0556400,,
Os09g0563250,,9266663
Os09g0571400,,4347920
Os10g0100500,,4347936
Os10g0100500,,4347936
Os10g0102900,,107275807
Os10g0116701,,
Os10g0134700,,4348052
Os10g0174548,,
Os10g0213700,,4348287
Os10g0320100,,4348304
Os10g0335200,,4348343
Os10g0335200,,4348343
Os10g0341700,,4348359
Os10g0341700,,4348359
Os10g0341700,,4348359
Os10g0341700,,4348359
Os10g0360800,,
Os10g0378300,,
Os10g0378300,,
Os10g0390100,,4348523
Os10g0420000,,
Os10g0455900,,
Os10g0488800,,
Os10g0488800,,
Os10g0489500,,4348966
Os10g0505900,,4349062
Os10g0509100,,4349081
Os10g0509100,,4349081
Os10g0509401,,9269286
Os10g0509600,,4349083
Os10g0530300,,
Os10g0530400,,4349202
Os10g0530500,,
Os10g0530600,,4349204
Os10g0554200,,4349339
Os10g0554200,,4349339
Os10g0563000,,4349396
Os10g0569300,,4349447
Os11g0104300,,4349543
Os11g0116000,,4349605
Os11g0116300,00941+5.5.1.6,
Os11g0131900,00520+3.2.1.55,4349683
Os11g0131900,00520+3.2.1.55,4349683
Os11g0134300,05170+2.7.11.1,
Os11g0134300,05163+2.7.11.1,
Os11g0134300,04150+2.7.11.1,
Os11g0134300,04714+2.7.11.1,
Os11g0134300,05165+2.7.11.1,
Os11g0134300,04926+2.7.11.1,
Os11g0134300,04151+2.7.11.1,
Os11g0157200,,4349828
Os11g0176200,,4349924
Os11g0176200,,4349924
Os11g0186200,,4349966
Os11g0197500,,4349996
Os11g0211300,,4350057
Os11g0211600,,
Os11g0213800,,
Os11g0220800,,4350098
Os11g0225000,,
Os11g0256000,00290+2.2.1.6,
Os11g0256000,00770+2.2.1.6,
Os11g0256000,00650+2.2.1.6,
Os11g0256000,00660+2.2.1.6,
Os11g0256050,00290+2.2.1.6,
Os11g0256050,00770+2.2.1.6,
Os11g0256050,00650+2.2.1.6,
Os11g0256050,00660+2.2.1.6,
Os11g0444000,,4350429
Os11g0455800,00670+2.1.2.1,4350456
Os11g0455800,00630+2.1.2.1,4350456
Os11g0455800,00680+2.1.2.1,4350456
Os11g0455800,00460+2.1.2.1,4350456
Os11g0455800,00260+2.1.2.1,4350456
Os11g0455800,00670+2.1.2.1,4350456
Os11g0455800,00630+2.1.2.1,4350456
Os11g0455800,00680+2.1.2.1,4350456
Os11g0455800,00460+2.1.2.1,4350456
Os11g0455800,00260+2.1.2.1,4350456
Os11g0484500,00030+1.1.1.44,4350528
Os11g0484500,00480+1.1.1.44,4350528
Os11g0484500,00030+1.1.1.44,4350528
Os11g0484500,00480+1.1.1.44,4350528
Os11g0490200,,
Os11g0524601,,
Os11g0525200,,4350614
Os11g0525200,,4350614
Os11g0539500,,4350663
Os11g0545600,,4350689
Os11g0545600,,4350689
Os11g0545600,,4350689
Os11g0575600,,4350766
Os11g0579400,,
Os11g0579400,,
Os11g0598300,,4350850
Os11g0599200,,9266321
Os11g0605500,00592+1.3.3.6,4350881
Os11g0605500,00071+1.3.3.6,4350881
Os11g0607900,,
Os11g0610600,,
Os11g0615000,00561+3.1.3.4,
Os11g0615000,00564+3.1.3.4,
Os11g0615000,00565+3.1.3.4,
Os11g0615000,00600+3.1.3.4,
Os11g0621300,,4350947
Os11g0629500,00260+3.1.3.3,4350964
Os11g0629500,00680+3.1.3.3,4350964
Os11g0633500,,
Os11g0660500,,4351061
Os11g0661300,,4351065
Os11g0663900,,
Os11g0664000,,9267782
Os11g0664100,,
Os11g0666200,,4351079
Os11g0666300,,
Os11g0667000,,
Os11g0705900,,4351219
Os11g0707100,,
Os12g0104300,,4351252
Os12g0104300,,4351252
Os12g0115300,,4351319
Os12g0115500,,4351320
Os12g0115700,00941+5.5.1.6,
Os12g0128700,00520+3.2.1.55,4351401
Os12g0132200,,
Os12g0132200,,
Os12g0194900,,4351717
Os12g0209901,,
Os12g0258200,,4351914
Os12g0277500,,4351976
Os12g0277500,,4351976
Os12g0277500,,4351976
Os12g0277500,,4351976
Os12g0420400,,4352085
Os12g0420400,,4352085
Os12g0420400,,4352085
Os12g0438600,,
Os12g0443700,00970+6.1.1.15,4352148
Os12g0443700,00970+6.1.1.15,4352148
Os12g0443700,00970+6.1.1.15,4352148
Os12g0499700,,
Os12g0548100,,4352458
Os12g0559200,,4352505
Os12g0559200,,4352505
Os12g0559934,,
Os12g0560200,,
Os12g0567300,,
Os12g0577000,,107275758
Os12g0595800,,4352691
Os12g0595800,,4352691
Os12g0595800,,4352691
Os12g0595800,,4352691
Os12g0607000,,4352747
Os12g0607000,,4352747
Os12g0616800,,4352802
Os12g0623900,00270+2.1.1.14,4352832
Os12g0623900,00450+2.1.1.14,4352832
Os12g0623900,00270+2.1.1.14,4352832
Os12g0623900,00450+2.1.1.14,4352832
Os12g0623900,00270+2.1.1.14,4352832
Os12g0623900,00450+2.1.1.14,4352832
Os12g0624000,00270+2.1.1.14,4352833
Os12g0624000,00450+2.1.1.14,4352833
Os12g0624000,00270+2.1.1.14,4352833
Os12g0624000,00450+2.1.1.14,4352833
Os12g0632800,,
Os12g0633600,,4352878
Os12g0636800,,4352894
Os12g0637100,,4352897
Os12g0641100,,4352928
Os12g0641100,,4352928
Os12g0641100,,4352928
Os12g0641100,,4352928
