Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os07g0677500	4344281	00940+1.11.1.7
Os07g0678300	4344285	05170+2.7.11.1
Os07g0678300	4344285	05163+2.7.11.1
Os07g0678300	4344285	04150+2.7.11.1
Os07g0678300	4344285	04714+2.7.11.1
Os07g0678300	4344285	05165+2.7.11.1
Os07g0678300	4344285	04926+2.7.11.1
Os07g0678300	4344285	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0680400	4344296	
Os07g0687900	4344351	00052+2.4.1.123
Os07g0690400	4344366	04658+3.1.3.16
Os07g0690400	4344366	04660+3.1.3.16
Os07g0690400	4344366	04658+3.1.3.16
Os07g0690400	4344366	04660+3.1.3.16
Os08g0126300	4344564	
Os08g0126300	4344564	00710+1.2.1.12
Os08g0126300	4344564	00010+1.2.1.12
Os08g0126300	4344564	00710+1.2.1.12
Os08g0126300	4344564	00010+1.2.1.12
Os08g0360100		
Os08g0487500	4345891	
Os08g0499000	4345937	
Os08g0557600	4346299	
Os08g0557600	4346299	
Os09g0399800	4346988	
Os09g0400400	4346993	
Os09g0448200		
Os09g0448200		
Os09g0474800	4347357	
Os09g0474800	4347357	
Os09g0480400	4347389	
Os09g0520700	4347610	
Os09g0520700	4347610	
Os09g0548400	4347775	
Os09g0552500	4347796	
Os09g0552600	4347797	
Os09g0555150	9271189	
Os09g0561450		
Os09g0561500	4347856	
Os09g0561600		
Os09g0563200	4347862	
Os09g0570400	4347913	
Os10g0184871		
Os10g0191300	4348237	
Os10g0213700	4348287	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0379100	4348503	
Os10g0380100		
Os10g0416500	4348633	00520+3.2.1.14
Os10g0416800	4348634	00520+3.2.1.14
Os10g0509401	9269286	
Os10g0509600	4349083	
Os10g0530600	4349204	
Os10g0542900	4349267	00520+3.2.1.14
Os10g0543400		00520+3.2.1.14
Os10g0554200	4349339	
Os10g0554200	4349339	
Os11g0225000		
Os11g0244100	107276402	
Os11g0455500		00270+3.3.1.1
Os11g0455500		00270+3.3.1.1
Os11g0455800	4350456	00670+2.1.2.1
Os11g0455800	4350456	00630+2.1.2.1
Os11g0455800	4350456	00680+2.1.2.1
Os11g0455800	4350456	00460+2.1.2.1
Os11g0455800	4350456	00260+2.1.2.1
Os11g0455800	4350456	00670+2.1.2.1
Os11g0455800	4350456	00630+2.1.2.1
Os11g0455800	4350456	00680+2.1.2.1
Os11g0455800	4350456	00460+2.1.2.1
Os11g0455800	4350456	00260+2.1.2.1
Os11g0544000		
Os11g0544000		
Os11g0592000	4350821	
Os11g0592100	4350822	
Os11g0599200	9266321	
Os11g0608700		
Os11g0610600		
Os11g0633500		
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0480100	4352215	
Os12g0548100	4352458	
Os12g0620000		
