dpi	gene	isolate_cultivar	gene2	1dpi	3dpi	7dpi	11dpi	Cluster
3dpi	TraesCS7A02G587800LC	1314_SA	TraesCS7A02G587800LC	-1.369842819	1.404483554	0.256866256	-0.291506991	C5:1314_SA
3dpi	TraesCS7B02G190700	1314_SA	TraesCS7B02G190700	-1.640115721	0.904721148	0.035208581	0.700185991	C5:1314_SA
7dpi	TraesCS1A02G030400	1314_SA	TraesCS1A02G030400	-0.88525372	1.668333379	-0.642918737	-0.140160922	C4:1314_SA
7dpi	TraesCS1A02G132000	1314_SA	TraesCS1A02G132000	-1.078413429	1.604092279	-0.513581633	-0.012097217	C4:1314_SA
7dpi	TraesCS1A02G277100	1314_SA	TraesCS1A02G277100	1.080225656	0.911913976	-1.088847173	-0.903292459	C1:1314_SA
7dpi	TraesCS1A02G406500	1314_SA	TraesCS1A02G406500	0.737812069	1.211200305	-0.763197695	-1.185814678	C1:1314_SA
7dpi	TraesCS1B02G056400LC	1314_SA	TraesCS1B02G056400LC	-1.069333191	1.613809678	-0.500182893	-0.044293594	C4:1314_SA
7dpi	TraesCS1B02G310300	1314_SA	TraesCS1B02G310300	-1.166145843	1.20558729	-0.789748433	0.750306986	C4:1314_SA
7dpi	TraesCS1B02G563000LC	1314_SA	TraesCS1B02G563000LC	-1.123180693	1.412996957	-0.73647723	0.446660966	C4:1314_SA
7dpi	TraesCS1D02G042100	1314_SA	TraesCS1D02G042100	0.937102578	1.020288508	-0.691328019	-1.266063067	C1:1314_SA
7dpi	TraesCS1D02G319200	1314_SA	TraesCS1D02G319200	-0.520755793	1.588736757	-1.09721213	0.029231166	C3:1314_SA
7dpi	TraesCS2A02G094500	1314_SA	TraesCS2A02G094500	1.679273819	-0.307769331	-0.954829555	-0.416674933	C0:1314_SA
7dpi	TraesCS2A02G144800	1314_SA	TraesCS2A02G144800	1.528603861	0.257784017	-0.918950633	-0.867437244	C0:1314_SA
7dpi	TraesCS2A02G192100	1314_SA	TraesCS2A02G192100	0.707884864	1.25041663	-1.07371528	-0.884586214	C1:1314_SA
7dpi	TraesCS2A02G199300	1314_SA	TraesCS2A02G199300	-1.609999734	0.687396255	-0.043568865	0.966172344	C5:1314_SA
7dpi	TraesCS2A02G247300	1314_SA						
7dpi	TraesCS2A02G324500	1314_SA	TraesCS2A02G324500	-0.990704635	1.645689555	-0.546247565	-0.108737355	C4:1314_SA
7dpi	TraesCS2A02G467900	1314_SA	TraesCS2A02G467900	-0.339423379	1.70105749	-0.859941953	-0.501692158	C3:1314_SA
7dpi	TraesCS2A02G514300LC	1314_SA	TraesCS2A02G514300LC	-1.104816823	-0.860354549	1.215201868	0.749969504	C7:1314_SA
7dpi	TraesCS2A02G562400	1314_SA	TraesCS2A02G562400	0.495857655	1.225953311	-1.480924501	-0.240886465	C2:1314_SA
7dpi	TraesCS2A02G563100	1314_SA	TraesCS2A02G563100	-0.436787109	1.719112214	-0.515282891	-0.767042215	C3:1314_SA
7dpi	TraesCS2A02G632500LC	1314_SA	TraesCS2A02G632500LC	-1.391430074	1.420040211	-0.167600334	0.138990197	C5:1314_SA
7dpi	TraesCS2B02G050600	1314_SA	TraesCS2B02G050600	-0.598240354	1.721922385	-0.71310424	-0.41057779	C3:1314_SA
7dpi	TraesCS2B02G109700	1314_SA	TraesCS2B02G109700	1.549318647	-0.11643607	-1.245344934	-0.187537643	C0:1314_SA
7dpi	TraesCS2D02G027300	1314_SA						
7dpi	TraesCS2D02G032900	1314_SA	TraesCS2D02G032900	-0.30918104	1.705551475	-0.596755304	-0.799615131	C3:1314_SA
7dpi	TraesCS2D02G079600	1314_SA	TraesCS2D02G079600	-1.699863045	0.877545178	0.377419116	0.444898752	C5:1314_SA
7dpi	TraesCS2D02G139100	1314_SA	TraesCS2D02G139100	-1.55320342	1.08422858	-0.15412474	0.623099579	C5:1314_SA
7dpi	TraesCS3A02G001500	1314_SA	TraesCS3A02G001500LC	0.880717274	0.880717274	-1.55054872	-0.210885829	NA:1314_SA
7dpi	TraesCS3A02G386400	1314_SA						
7dpi	TraesCS3A02G434400	1314_SA	TraesCS3A02G434400	1.66859422	-0.119100068	-0.798647299	-0.750846852	C0:1314_SA
7dpi	TraesCS3B02G091400	1314_SA	TraesCS3B02G091400	-1.469548916	1.291638166	-0.190571649	0.368482399	C5:1314_SA
7dpi	TraesCS3B02G574300	1314_SA	TraesCS3B02G574300	0.866171218	0.951752688	-0.320960856	-1.496963049	C12:1314_SA
7dpi	TraesCS3B02G578300LC	1314_SA	TraesCS3B02G578300LC	-1.623978757	0.600001779	0.022894205	1.001082772	C5:1314_SA
7dpi	TraesCS3D02G003100	1314_SA	TraesCS3D02G003100	-0.969629272	1.25718863	-0.991703801	0.704144443	C4:1314_SA
7dpi	TraesCS3D02G004600	1314_SA	TraesCS3D02G004600	-1.070189529	1.535595876	-0.673349371	0.207943024	C4:1314_SA
7dpi	TraesCS3D02G009800	1314_SA	TraesCS3D02G009800	1.08033359	0.911796367	-0.903286111	-1.088843846	C1:1314_SA
7dpi	TraesCS3D02G010700	1314_SA	TraesCS3D02G010700	-1.382343843	1.422955405	-0.198489349	0.157877787	C5:1314_SA
7dpi	TraesCS3D02G022100	1314_SA	TraesCS3D02G022100	-1.720322223	0.725327413	0.399048793	0.595946016	C5:1314_SA
7dpi	TraesCS3D02G022400	1314_SA	TraesCS3D02G022400	-0.584927625	1.713511137	-0.358271268	-0.770312244	C3:1314_SA
7dpi	TraesCS3D02G022600	1314_SA	TraesCS3D02G022600	-1.464339929	1.350851511	0.167353782	-0.053865363	C5:1314_SA
7dpi	TraesCS4A02G287900	1314_SA	TraesCS4A02G287900	-1.647227613	0.622225037	0.079972647	0.94502993	C5:1314_SA
7dpi	TraesCS4A02G295100	1314_SA	TraesCS4A02G295100	0.636501296	0.636501296	-1.727249755	0.454247162	C2:1314_SA
7dpi	TraesCS4A02G315700	1314_SA	TraesCS4A02G315700	-1.471486739	1.340986268	-0.053002502	0.183502973	C5:1314_SA
7dpi	TraesCS4A02G442500	1314_SA	TraesCS4A02G442500	0.718438477	1.004791154	-0.158236996	-1.564992634	C12:1314_SA
7dpi	TraesCS4A02G495800	1314_SA	TraesCS4A02G495800	1.446425261	-1.325272254	-0.329061503	0.207908495	C10:1314_SA
7dpi	TraesCS4B02G166500LC	1314_SA	TraesCS4B02G166500LC	-1.112705869	1.528555709	-0.619590774	0.203740934	C4:1314_SA
7dpi	TraesCS4B02G262900	1314_SA	TraesCS4B02G262900	-0.511424866	1.490682422	-1.209641917	0.230384361	C3:1314_SA
7dpi	TraesCS4B02G319300	1314_SA	TraesCS4B02G319300	-0.385243145	1.71957099	-0.714322862	-0.620004983	C3:1314_SA
7dpi	TraesCS4B02G352700LC	1314_SA	TraesCS4B02G352700LC	-1.619107802	0.986310346	-0.004120786	0.636918242	C5:1314_SA
7dpi	TraesCS4D02G105300	1314_SA	TraesCS4D02G105300	-0.896000538	1.664046226	-0.642079142	-0.125966546	C4:1314_SA
7dpi	TraesCS4D02G208300	1314_SA	TraesCS4D02G208300	-1.707357165	0.397987378	0.468522412	0.840847374	C6:1314_SA
7dpi	TraesCS4D02G364400	1314_SA	TraesCS4D02G364400	-1.624623429	1.003178927	0.026878878	0.594565624	C5:1314_SA
7dpi	TraesCS5A02G308600	1314_SA	TraesCS5A02G308600	-0.997139093	1.661406936	-0.443522292	-0.22074555	C4:1314_SA
7dpi	TraesCS5A02G428200	1314_SA	TraesCS5A02G428200	1.696706474	-0.59948255	-0.265895104	-0.83132882	C0:1314_SA
7dpi	TraesCS5A02G736500LC	1314_SA	TraesCS5A02G736500LC	0.835885993	1.093809146	-1.313426465	-0.616268674	C1:1314_SA
7dpi	TraesCS5B02G102000	1314_SA	TraesCS5B02G102000	-0.356393163	1.65755913	-1.024056682	-0.277109286	C3:1314_SA
7dpi	TraesCS5B02G164500LC	1314_SA	TraesCS5B02G164500LC	-0.391934026	1.721149385	-0.646919022	-0.682296337	C3:1314_SA
7dpi	TraesCS5B02G232400	1314_SA	TraesCS5B02G232400	1.469562643	0.350911735	-1.083706368	-0.73676801	C0:1314_SA
7dpi	TraesCS5B02G311400LC	1314_SA	TraesCS5B02G311400LC	-1.198307479	1.576528943	-0.248650385	-0.129571078	C4:1314_SA
7dpi	TraesCS5B02G516600	1314_SA	TraesCS5B02G516600	-0.456120926	1.66366397	-0.98789116	-0.219651884	C3:1314_SA
7dpi	TraesCS5B02G530800	1314_SA	TraesCS5B02G530800	0.663982759	1.054151543	-1.556167818	-0.161966485	C2:1314_SA
7dpi	TraesCS5B02G531900	1314_SA						
7dpi	TraesCS5B02G535400	1314_SA	TraesCS5B02G535400	-1.713039427	0.351861049	0.768014682	0.593163697	C6:1314_SA
7dpi	TraesCS5D02G338200	1314_SA	TraesCS5D02G338200	-1.176939562	1.073248461	-0.801844993	0.905536094	C4:1314_SA
7dpi	TraesCS5D02G356300LC	1314_SA	TraesCS5D02G356300LC	1.60803536	0.029516699	-1.00925263	-0.628299429	C0:1314_SA
7dpi	TraesCS5D02G452000	1314_SA	TraesCS5D02G452000	-1.5428833	1.144383841	0.538731568	-0.140232109	C5:1314_SA
7dpi	TraesCS5D02G550900	1314_SA	TraesCS5D02G550900	0.828426904	0.944756976	-0.235035119	-1.538148762	C12:1314_SA
7dpi	TraesCS6A02G011500LC	1314_SA	TraesCS6A02G011500LC	-1.437694148	1.37918553	-0.091516513	0.150025131	C5:1314_SA
7dpi	TraesCS6A02G015400	1314_SA	TraesCS6A02G015400	1.084165333	0.85839673	-1.288272277	-0.654289786	C1:1314_SA
7dpi	TraesCS6A02G015500	1314_SA	TraesCS6A02G015500	0.926773566	1.052388741	-0.795897162	-1.183265145	C1:1314_SA
7dpi	TraesCS6A02G063200	1314_SA	TraesCS6A02G063200	-0.635871289	1.730915674	-0.551854132	-0.543190253	C3:1314_SA
7dpi	TraesCS6A02G418400	1314_SA	TraesCS6A02G418400	0.559573541	1.121365346	-1.553434886	-0.127504001	C2:1314_SA
7dpi	TraesCS6B02G022400	1314_SA						
7dpi	TraesCS6B02G045100	1314_SA	TraesCS6B02G045100	-1.532867031	1.240968136	-0.038053636	0.329952531	C5:1314_SA
7dpi	TraesCS6B02G063400	1314_SA	TraesCS6B02G063400	1.592188246	0.029301123	-0.537373008	-1.08411636	C0:1314_SA
7dpi	TraesCS6B02G125600	1314_SA	TraesCS6B02G125600	1.171783349	-1.561023464	-0.044519646	0.433759761	C10:1314_SA
7dpi	TraesCS6B02G197100	1314_SA	TraesCS6B02G197100	-0.959659275	1.668833566	-0.500505818	-0.208668473	C4:1314_SA
7dpi	TraesCS6B02G524300LC	1314_SA	TraesCS6B02G524300LC	0.687888528	1.235050863	-1.237704005	-0.685235387	C1:1314_SA
7dpi	TraesCS6D02G051300	1314_SA	TraesCS6D02G051300	-0.405126958	1.700607501	-0.876510197	-0.418970346	C3:1314_SA
7dpi	TraesCS6D02G053000	1314_SA	TraesCS6D02G053000	-1.404139194	1.273727307	-0.38061254	0.511024427	C5:1314_SA
7dpi	TraesCS6D02G060200	1314_SA	TraesCS6D02G060200	1.089200316	0.90614488	-0.967317196	-1.028028	C1:1314_SA
7dpi	TraesCS6D02G460600LC	1314_SA	TraesCS6D02G460600LC	-0.376186077	1.67798774	-0.963548712	-0.338252952	C3:1314_SA
7dpi	TraesCS7A02G006500	1314_SA	TraesCS7A02G006500	-1.082524033	1.62465842	-0.415413808	-0.126720579	C4:1314_SA
7dpi	TraesCS7A02G415900	1314_SA	TraesCS7A02G415900	-0.654524628	1.650225128	-0.917757857	-0.077942643	C3:1314_SA
7dpi	TraesCS7A02G422400	1314_SA	TraesCS7A02G422400	-0.312924967	1.668093486	-0.36032945	-0.994839069	C3:1314_SA
7dpi	TraesCS7A02G523000	1314_SA	TraesCS7A02G523000	-1.508771971	1.242254589	-0.135901966	0.402419348	C5:1314_SA
7dpi	TraesCS7A02G568800	1314_SA	TraesCS7A02G568800	-0.362562974	1.658487326	-0.274962231	-1.020962121	C3:1314_SA
7dpi	TraesCS7A02G587800LC	1314_SA	TraesCS7A02G587800LC	-1.369842819	1.404483554	0.256866256	-0.291506991	C5:1314_SA
7dpi	TraesCS7B02G001600	1314_SA	TraesCS7B02G001600	0.850089904	1.139031132	-1.023318023	-0.965803013	C1:1314_SA
7dpi	TraesCS7B02G002300	1314_SA	TraesCS7B02G002300	1.389447204	-1.266833612	0.416737146	-0.539350737	C10:1314_SA
7dpi	TraesCS7B02G190700	1314_SA	TraesCS7B02G190700	-1.640115721	0.904721148	0.035208581	0.700185991	C5:1314_SA
7dpi	TraesCS7B02G387900LC	1314_SA	TraesCS7B02G387900LC	1.674106559	-0.533992146	-0.207918298	-0.932196115	C0:1314_SA
7dpi	TraesCS7B02G479700	1314_SA	TraesCS7B02G479700	-1.609678897	0.932109389	0.732837871	-0.055268363	C5:1314_SA
7dpi	TraesCS7B02G554900LC	1314_SA	TraesCS7B02G554900LC	-0.979975474	1.5052757	-0.826486513	0.301186288	C4:1314_SA
7dpi	TraesCS7D02G218300	1314_SA	TraesCS7D02G218300	0.810549421	1.07533993	-0.491079457	-1.394809893	C1:1314_SA
7dpi	TraesCS7D02G226700LC	1314_SA	TraesCS7D02G226700LC	0.972059494	1.013398213	-1.161701113	-0.823756594	C1:1314_SA
7dpi	TraesCSU02G115400	1314_SA	TraesCSU02G115400	-1.049244512	1.409349568	-0.831198412	0.471093356	C4:1314_SA
7dpi	TraesCSU02G207500	1314_SA	TraesCSU02G207500	-1.726994774	0.499923096	0.527764343	0.699307334	C5:1314_SA
1dpi	TraesCS2A02G029600	1314_SA						NA:1314_SA
1dpi	TraesCS2A02G467100	1314_SA						NA:1314_SA
1dpi	TraesCS2B02G013000	1314_SA						NA:1314_SA
1dpi	TraesCS2B02G058500	1314_SA						NA:1314_SA
1dpi	TraesCS2D02G009100	1314_SA						NA:1314_SA
1dpi	TraesCS2D02G009200	1314_SA						NA:1314_SA
1dpi	TraesCS3B02G648600LC	1314_SA						NA:1314_SA
1dpi	TraesCS4A02G459400	1314_SA						NA:1314_SA
1dpi	TraesCS5A02G548600	1314_SA						NA:1314_SA
1dpi	TraesCS5B02G535100	1314_SA						NA:1314_SA
1dpi	TraesCS6B02G148400	1314_SA						NA:1314_SA
1dpi	TraesCS6B02G389200	1314_SA						NA:1314_SA
1dpi	TraesCS6B02G404500	1314_SA						NA:1314_SA
1dpi	TraesCS6B02G789000LC	1314_SA						NA:1314_SA
1dpi	TraesCSU02G040100	1314_SA						NA:1314_SA
1dpi	TraesCSU02G133810LC	1314_SA						NA:1314_SA
3dpi	TraesCS2D02G009100	1314_SA						NA:1314_SA
3dpi	TraesCS4A02G295300	1314_SA						NA:1314_SA
3dpi	TraesCS4A02G451500LC	1314_SA						NA:1314_SA
3dpi	TraesCS4A02G584900LC	1314_SA						NA:1314_SA
3dpi	TraesCS5A02G332300	1314_SA						NA:1314_SA
3dpi	TraesCS5B02G535100	1314_SA						NA:1314_SA
3dpi	TraesCS6B02G408300	1314_SA						NA:1314_SA
3dpi	TraesCSU02G058300LC	1314_SA						NA:1314_SA
7dpi	TraesCS1A02G036200	1314_SA						NA:1314_SA
7dpi	TraesCS1A02G200400	1314_SA						NA:1314_SA
7dpi	TraesCS1B02G170100	1314_SA						NA:1314_SA
7dpi	TraesCS1B02G308500	1314_SA						NA:1314_SA
7dpi	TraesCS1D02G200000	1314_SA						NA:1314_SA
7dpi	TraesCS2A02G105400	1314_SA						NA:1314_SA
7dpi	TraesCS2A02G469100	1314_SA						NA:1314_SA
7dpi	TraesCS2A02G522600	1314_SA						NA:1314_SA
7dpi	TraesCS2B02G012400	1314_SA						NA:1314_SA
7dpi	TraesCS2B02G013000	1314_SA						NA:1314_SA
7dpi	TraesCS2B02G067100	1314_SA						NA:1314_SA
7dpi	TraesCS2B02G603000	1314_SA						NA:1314_SA
7dpi	TraesCS2B02G623400	1314_SA						NA:1314_SA
7dpi	TraesCS2D02G009100	1314_SA						NA:1314_SA
7dpi	TraesCS3B02G530000	1314_SA						NA:1314_SA
7dpi	TraesCS3D02G018200	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G257400	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G286600	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G295300	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G301600	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G451500LC	1314_SA						NA:1314_SA
7dpi	TraesCS4A02G584900LC	1314_SA						NA:1314_SA
7dpi	TraesCS5A02G030900	1314_SA						NA:1314_SA
7dpi	TraesCS5A02G332300	1314_SA						NA:1314_SA
7dpi	TraesCS5A02G499300	1314_SA						NA:1314_SA
7dpi	TraesCS5B02G366900	1314_SA						NA:1314_SA
7dpi	TraesCS5B02G507300	1314_SA						NA:1314_SA
7dpi	TraesCS5B02G535100	1314_SA						NA:1314_SA
7dpi	TraesCS5D02G051500LC	1314_SA						NA:1314_SA
7dpi	TraesCS6A02G001000	1314_SA						NA:1314_SA
7dpi	TraesCS6A02G009200	1314_SA						NA:1314_SA
7dpi	TraesCS6A02G013600	1314_SA						NA:1314_SA
7dpi	TraesCS6A02G064600LC	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G071600	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G148000	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G189300	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G389200	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G404500	1314_SA						NA:1314_SA
7dpi	TraesCS6B02G468600	1314_SA						NA:1314_SA
7dpi	TraesCS6D02G229600	1314_SA						NA:1314_SA
7dpi	TraesCS7A02G005000	1314_SA						NA:1314_SA
7dpi	TraesCS7A02G109300	1314_SA						NA:1314_SA
7dpi	TraesCS7A02G206400	1314_SA						NA:1314_SA
7dpi	TraesCS7B02G047500	1314_SA						NA:1314_SA
7dpi	TraesCS7B02G416600	1314_SA						NA:1314_SA
7dpi	TraesCS7D02G548400	1314_SA						NA:1314_SA
7dpi	TraesCSU02G058300LC	1314_SA						NA:1314_SA
1dpi	TraesCS1A02G594300LC	1314_SA						
1dpi	TraesCS2A02G632600LC	1314_SA						
1dpi	TraesCS2D02G042200	1314_SA						
1dpi	TraesCS3B02G833300LC	1314_SA						
1dpi	TraesCS3D02G504400	1314_SA						
1dpi	TraesCS3D02G514600LC	1314_SA						
1dpi	TraesCS4A02G232000	1314_SA						
1dpi	TraesCS6B02G305000	1314_SA						
1dpi	TraesCS6B02G494600LC	1314_SA						
1dpi	TraesCS6B02G734300LC	1314_SA						
1dpi	TraesCS7A02G066700LC	1314_SA						
1dpi	TraesCS7D02G041100	1314_SA						
3dpi	TraesCS1B02G097600LC	1314_SA						
3dpi	TraesCS1D02G096400	1314_SA						
3dpi	TraesCS2A02G009300	1314_SA						
3dpi	TraesCS2A02G031600	1314_SA						
3dpi	TraesCS2A02G467300	1314_SA						
3dpi	TraesCS2A02G632600LC	1314_SA						
3dpi	TraesCS2D02G010200	1314_SA						
3dpi	TraesCS3D02G504400	1314_SA						
3dpi	TraesCS5B02G561300	1314_SA						
3dpi	TraesCS6A02G149700	1314_SA						
3dpi	TraesCS6B02G212600LC	1314_SA						
3dpi	TraesCS6B02G250000	1314_SA						
3dpi	TraesCS6D02G502200LC	1314_SA						
3dpi	TraesCS7A02G030400	1314_SA						
3dpi	TraesCS7A02G429300	1314_SA						
3dpi	TraesCS7B02G002500	1314_SA						
3dpi	TraesCSU02G039800	1314_SA						
7dpi	TraesCS1A02G030000	1314_SA						
7dpi	TraesCS1A02G086100	1314_SA						
7dpi	TraesCS1A02G152600	1314_SA						
7dpi	TraesCS1A02G300200	1314_SA						
7dpi	TraesCS1A02G326100	1314_SA						
7dpi	TraesCS1A02G353800	1314_SA						
7dpi	TraesCS1B02G097600LC	1314_SA						
7dpi	TraesCS1B02G367300	1314_SA						
7dpi	TraesCS1B02G367500	1314_SA						
7dpi	TraesCS1B02G367800	1314_SA						
7dpi	TraesCS1B02G436700	1314_SA						
7dpi	TraesCS1B02G572400LC	1314_SA						
7dpi	TraesCS1B02G783000LC	1314_SA						
7dpi	TraesCS1D02G096300	1314_SA						
7dpi	TraesCS1D02G127600LC	1314_SA						
7dpi	TraesCS1D02G312800	1314_SA						
7dpi	TraesCS1D02G330600	1314_SA						
7dpi	TraesCS2A02G004200	1314_SA						
7dpi	TraesCS2A02G009300	1314_SA						
7dpi	TraesCS2A02G031600	1314_SA						
7dpi	TraesCS2A02G448400	1314_SA						
7dpi	TraesCS2A02G490900	1314_SA						
7dpi	TraesCS2B02G011400	1314_SA						
7dpi	TraesCS2B02G324300LC	1314_SA						
7dpi	TraesCS2D02G010200	1314_SA						
7dpi	TraesCS2D02G027600	1314_SA						
7dpi	TraesCS2D02G035000	1314_SA						
7dpi	TraesCS2D02G525700	1314_SA						
7dpi	TraesCS2D02G571400	1314_SA						
7dpi	TraesCS3A02G021900	1314_SA						
7dpi	TraesCS3A02G204000	1314_SA						
7dpi	TraesCS3A02G303900	1314_SA						
7dpi	TraesCS3B02G018400	1314_SA						
7dpi	TraesCS3B02G018400LC	1314_SA						
7dpi	TraesCS3B02G024000	1314_SA						
7dpi	TraesCS3B02G039600	1314_SA						
7dpi	TraesCS3B02G401000	1314_SA						
7dpi	TraesCS3B02G470200	1314_SA						
7dpi	TraesCS3D02G008600	1314_SA						
7dpi	TraesCS3D02G150500	1314_SA						
7dpi	TraesCS3D02G504400	1314_SA						
7dpi	TraesCS3D02G514600LC	1314_SA						
7dpi	TraesCS4A02G020900	1314_SA						
7dpi	TraesCS4A02G446900LC	1314_SA						
7dpi	TraesCS4B02G050200	1314_SA						
7dpi	TraesCS4B02G278200	1314_SA						
7dpi	TraesCS4B02G286300	1314_SA						
7dpi	TraesCS4D02G259000	1314_SA						
7dpi	TraesCS4D02G366200	1314_SA						
7dpi	TraesCS5A02G100600	1314_SA						
7dpi	TraesCS5A02G166100	1314_SA						
7dpi	TraesCS5A02G362400	1314_SA						
7dpi	TraesCS5A02G365400	1314_SA						
7dpi	TraesCS5B02G007100	1314_SA						
7dpi	TraesCS5B02G056400LC	1314_SA						
7dpi	TraesCS5D02G170700	1314_SA						
7dpi	TraesCS6A02G011600LC	1314_SA						
7dpi	TraesCS6A02G047500	1314_SA						
7dpi	TraesCS6A02G538600LC	1314_SA						
7dpi	TraesCS6B02G113200	1314_SA						
7dpi	TraesCS6B02G278200	1314_SA						
7dpi	TraesCS6B02G314100LC	1314_SA						
7dpi	TraesCS6B02G342400	1314_SA						
7dpi	TraesCS6B02G494100LC	1314_SA						
7dpi	TraesCS6B02G792300LC	1314_SA						
7dpi	TraesCS6D02G072100	1314_SA						
7dpi	TraesCS6D02G350000	1314_SA						
7dpi	TraesCS6D02G502200LC	1314_SA						
7dpi	TraesCS7A02G030400	1314_SA						
7dpi	TraesCS7A02G066700LC	1314_SA						
7dpi	TraesCS7A02G094800	1314_SA						
7dpi	TraesCS7A02G108600	1314_SA						
7dpi	TraesCS7A02G126700	1314_SA						
7dpi	TraesCS7A02G429300	1314_SA						
7dpi	TraesCS7B02G026100	1314_SA						
7dpi	TraesCS7B02G475800	1314_SA						
7dpi	TraesCS7D02G032700	1314_SA						
7dpi	TraesCS7D02G124600	1314_SA						
7dpi	TraesCS7D02G130800	1314_SA						
7dpi	TraesCS7D02G155400	1314_SA						
7dpi	TraesCS7D02G237700	1314_SA						
7dpi	TraesCS7D02G375100	1314_SA						
7dpi	TraesCS7D02G419300	1314_SA						
7dpi	TraesCSU02G039800	1314_SA						
7dpi	TraesCSU02G070700LC	1314_SA						
1dpi	TraesCS2A02G027300LC	F22_SA						NA:F22_SA
1dpi	TraesCS2A02G319600	F22_SA						NA:F22_SA
1dpi	TraesCS2B02G013000	F22_SA						NA:F22_SA
1dpi	TraesCS2D02G009200	F22_SA						NA:F22_SA
1dpi	TraesCS3D02G011900	F22_SA						NA:F22_SA
1dpi	TraesCS3D02G474500	F22_SA						NA:F22_SA
1dpi	TraesCS5A02G548600	F22_SA						NA:F22_SA
1dpi	TraesCS6B02G148400	F22_SA						NA:F22_SA
1dpi	TraesCS6B02G212700LC	F22_SA						NA:F22_SA
1dpi	TraesCS6B02G305000	F22_SA						NA:F22_SA
1dpi	TraesCS7A02G587800LC	F22_SA						NA:F22_SA
3dpi	TraesCS1D02G096400	F22_SA						NA:F22_SA
3dpi	TraesCS2A02G027300LC	F22_SA						NA:F22_SA
3dpi	TraesCS2A02G467300	F22_SA						NA:F22_SA
3dpi	TraesCS2B02G109700	F22_SA						NA:F22_SA
3dpi	TraesCS4A02G295100	F22_SA						NA:F22_SA
3dpi	TraesCS5B02G535400	F22_SA						NA:F22_SA
3dpi	TraesCS5B02G561300	F22_SA						NA:F22_SA
3dpi	TraesCS6B02G212600LC	F22_SA						NA:F22_SA
3dpi	TraesCS6B02G250000	F22_SA						NA:F22_SA
3dpi	TraesCS6B02G408300	F22_SA						NA:F22_SA
3dpi	TraesCS7A02G587800LC	F22_SA						NA:F22_SA
3dpi	TraesCSU02G039800	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G030000	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G036200	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G086100	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G152600	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G353800	F22_SA						NA:F22_SA
7dpi	TraesCS1B02G056400LC	F22_SA						NA:F22_SA
7dpi	TraesCS1B02G170100	F22_SA						NA:F22_SA
7dpi	TraesCS1B02G436700	F22_SA						NA:F22_SA
7dpi	TraesCS1D02G042100	F22_SA						NA:F22_SA
7dpi	TraesCS1D02G096300	F22_SA						NA:F22_SA
7dpi	TraesCS1D02G330600	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G004200	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G105400	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G192100	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G247300	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G448400	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G490900	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G562400	F22_SA						NA:F22_SA
7dpi	TraesCS2A02G632500LC	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G012400	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G013000	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G050600	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G109700	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G324300LC	F22_SA						NA:F22_SA
7dpi	TraesCS2B02G603000	F22_SA						NA:F22_SA
7dpi	TraesCS2D02G027300	F22_SA						NA:F22_SA
7dpi	TraesCS2D02G027600	F22_SA						NA:F22_SA
7dpi	TraesCS3B02G401000	F22_SA						NA:F22_SA
7dpi	TraesCS3B02G574300	F22_SA						NA:F22_SA
7dpi	TraesCS3B02G578300LC	F22_SA						NA:F22_SA
7dpi	TraesCS3D02G009800	F22_SA						NA:F22_SA
7dpi	TraesCS3D02G022400	F22_SA						NA:F22_SA
7dpi	TraesCS3D02G022600	F22_SA						NA:F22_SA
7dpi	TraesCS4A02G257400	F22_SA						NA:F22_SA
7dpi	TraesCS4A02G295100	F22_SA						NA:F22_SA
7dpi	TraesCS4A02G442500	F22_SA						NA:F22_SA
7dpi	TraesCS4A02G495800	F22_SA						NA:F22_SA
7dpi	TraesCS4B02G050200	F22_SA						NA:F22_SA
7dpi	TraesCS4B02G352700LC	F22_SA						NA:F22_SA
7dpi	TraesCS4D02G259000	F22_SA						NA:F22_SA
7dpi	TraesCS4D02G366200	F22_SA						NA:F22_SA
